Position,MVP_Nominated,FG_Pct,3P_Pct,2P_Pct,PTS,3P,2P,AST,STL,BLK,REB,Player,Season,Vote_Share_Pct,MP_per_Game
PF,0,49.4,,49.4,9.0,0.0,3.8,0.9,0.6,1.3,7.5,Taj Gibson,10-10,0.0,26.9
C,0,40.9,28.3,51.1,9.0,1.0,2.3,1.0,1.0,0.9,4.1,Rasheed Wallace,10-10,0.0,22.5
SF,0,44.1,36.9,49.7,8.9,1.2,2.1,1.2,0.5,0.1,3.0,Chase Budinger,10-10,0.0,20.1
SF,0,43.1,39.7,49.3,8.9,1.9,1.3,1.2,0.9,0.2,4.9,Quentin Richardson,10-10,0.0,27.4
SG,0,48.7,25.8,50.5,8.8,0.1,3.5,2.7,1.6,0.3,3.2,Ronnie Brewer,10-10,0.0,30.0
SG,0,49.5,25.8,51.4,9.5,0.2,3.7,2.8,1.6,0.3,3.4,Ronnie Brewer,10-10,0.0,31.4
SG,0,23.1,,23.1,2.0,0.0,0.6,0.6,1.2,0.0,1.4,Ronnie Brewer,10-10,0.0,16.0
SG,0,46.5,43.4,48.8,8.8,1.3,2.0,1.7,0.6,0.4,3.1,Arron Afflalo,10-10,0.0,27.1
SF,0,48.7,31.9,58.6,8.8,0.8,2.5,1.7,0.7,0.4,5.5,Matt Barnes,10-10,0.0,25.9
C,0,43.0,28.0,47.4,8.8,0.5,2.6,1.9,0.5,0.4,4.9,Brad Miller,10-10,0.0,23.8
SG,0,44.5,32.5,47.1,8.8,0.4,2.8,3.3,0.9,0.5,2.8,Delonte West,10-10,0.0,25.0
SG,0,45.7,34.6,49.4,8.7,0.6,2.8,2.1,0.4,0.2,1.8,Willie Green,10-10,0.0,21.3
SF,0,43.2,37.9,50.2,8.7,1.5,1.6,0.7,0.7,0.4,2.9,Mickaël Piétrus,10-10,0.0,22.5
SG,0,49.8,25.0,50.6,8.6,0.1,3.3,0.7,0.6,0.2,2.9,DeMar DeRozan,10-10,0.0,21.6
PG,0,45.8,38.9,51.4,8.6,1.2,2.0,2.0,0.8,0.1,1.9,Toney Douglas,10-10,0.0,19.4
C,0,47.7,0.0,48.3,8.6,0.0,3.4,0.6,0.5,0.5,4.1,Marreese Speights,10-10,0.0,16.4
PF,0,57.2,20.0,57.6,8.6,0.0,3.5,1.1,0.9,0.9,7.6,Anderson Varejão,10-10,0.0,28.5
SG,0,41.8,40.6,42.3,8.6,0.9,2.2,0.6,0.4,0.1,1.4,Nick Young,10-10,0.0,19.2
SG,0,41.4,31.5,43.7,8.5,0.4,2.3,2.3,0.4,0.1,1.6,Jerryd Bayless,10-10,0.0,17.6
SF,0,44.1,37.7,47.3,8.5,0.9,2.3,0.9,0.5,0.7,3.1,Donté Greene,10-10,0.0,21.4
PF,0,36.0,0.0,36.7,8.5,0.0,2.8,1.0,0.6,0.3,4.8,Tyler Hansbrough,10-10,0.0,17.6
PF,0,55.4,0.0,55.5,8.5,0.0,3.6,0.5,0.4,0.5,4.9,J.J. Hickson,10-10,0.0,20.9
SF,0,39.9,38.6,40.8,8.5,1.3,1.8,1.0,0.4,0.3,3.0,Andrés Nocioni,10-10,0.0,19.7
SG,0,40.8,34.6,45.2,8.5,1.1,2.0,1.7,0.5,0.2,2.4,Jerry Stackhouse,10-10,0.0,20.4
C,0,50.2,20.0,50.5,8.4,0.0,3.7,0.7,0.4,0.6,5.0,Nenad Krstić,10-10,0.0,22.9
C,0,58.8,,58.8,8.4,0.0,3.4,0.1,0.2,1.0,4.9,Robin Lopez,10-10,0.0,19.3
SF,0,40.1,31.0,41.7,8.4,0.4,2.9,2.9,0.6,0.1,4.5,Terrence Williams,10-10,0.0,22.6
PG,0,51.5,41.0,54.4,8.3,0.5,2.6,3.1,0.7,0.0,1.9,Ty Lawson,10-10,0.0,20.3
PG,0,34.8,34.5,34.9,8.2,1.1,1.9,3.4,1.0,0.2,2.5,Rafer Alston,10-10,0.0,27.3
PG,0,34.3,32.2,35.3,9.7,1.0,2.5,3.9,1.0,0.2,2.8,Rafer Alston,10-10,0.0,28.4
PG,0,35.5,37.0,34.1,6.6,1.2,1.2,2.9,0.9,0.2,2.2,Rafer Alston,10-10,0.0,26.2
SG,0,38.7,25.0,43.9,8.2,0.5,2.5,3.3,0.5,0.5,3.1,Tracy McGrady,10-10,0.0,22.4
SG,0,38.9,24.2,44.8,9.4,0.6,2.9,3.9,0.6,0.5,3.7,Tracy McGrady,10-10,0.0,26.1
SF,0,45.9,45.8,46.1,8.2,1.5,1.3,1.4,1.0,0.2,3.4,Jared Dudley,10-10,0.0,24.3
PG,0,45.6,6.7,46.7,8.2,0.0,3.1,3.1,0.7,0.1,2.6,Ramon Sessions,10-10,0.0,21.1
SG,0,42.7,32.8,47.4,8.1,0.8,2.3,1.3,0.7,0.4,2.2,Shannon Brown,10-10,0.0,20.7
C,0,54.5,,54.5,8.1,0.0,3.5,0.8,0.5,1.8,9.6,Samuel Dalembert,10-10,0.0,25.9
SG,0,37.8,36.8,39.5,8.1,1.6,1.0,2.0,1.0,0.2,2.6,Rudy Fernández,10-10,0.0,23.2
SG,0,46.6,39.0,50.4,8.1,0.9,2.4,1.8,0.4,0.8,2.6,Francisco García,10-10,0.0,23.0
SG,0,37.7,35.4,39.6,8.0,1.2,1.6,1.3,0.7,0.1,2.5,Devin Brown,10-10,0.0,21.2
SG,0,39.4,36.7,41.6,9.7,1.4,1.9,1.5,0.8,0.1,2.8,Devin Brown,10-10,0.0,24.8
SG,0,39.8,36.2,45.8,8.0,1.5,1.1,2.4,0.8,1.1,4.7,Shane Battier,10-10,0.0,32.4
PG,0,44.2,39.0,46.5,8.0,0.8,2.3,3.8,1.1,0.2,2.6,Jrue Holiday,10-10,0.0,24.2
PG,0,45.2,39.4,48.8,7.9,0.9,1.9,3.0,0.6,0.1,2.1,Goran Dragić,10-10,0.0,18.0
C,0,55.3,,55.3,7.9,0.0,3.3,0.5,0.3,0.7,5.2,Nazr Mohammed,10-10,0.0,17.0
SF,0,36.8,34.7,37.9,7.8,0.9,1.8,0.9,0.6,0.1,3.8,Cartier Martin,10-10,0.0,21.7
SF,0,36.4,32.3,38.6,9.0,1.0,2.2,0.9,0.8,0.0,4.7,Cartier Martin,10-10,0.0,27.6
SF,0,37.5,38.9,36.7,6.4,0.9,1.4,0.9,0.4,0.1,2.6,Cartier Martin,10-10,0.0,14.3
PF,0,55.6,0.0,55.8,7.8,0.0,3.4,0.8,0.6,0.5,6.4,DeJuan Blair,10-10,0.0,18.2
SF,0,42.1,33.5,52.3,7.8,1.3,1.7,0.9,0.6,0.2,2.4,Jarvis Hayes,10-10,0.0,23.0
PF,0,56.9,20.0,57.4,7.8,0.0,3.0,1.1,0.4,0.3,3.8,Craig Smith,10-10,0.0,16.4
PG,0,42.6,28.8,50.0,7.8,0.7,2.2,5.1,1.3,0.2,3.0,Earl Watson,10-10,0.0,29.4
PF,0,43.6,37.0,51.4,7.7,1.2,1.4,0.6,0.4,0.2,3.2,Ryan Anderson,10-10,0.0,14.5
PG,0,44.0,35.7,47.6,7.6,0.7,2.3,3.3,0.4,0.1,1.9,J.J. Barea,10-10,0.0,19.8
SG,0,43.7,35.2,48.1,7.6,0.8,2.1,1.5,0.4,0.2,1.7,Luther Head,10-10,0.0,17.3
PF,0,47.5,28.6,47.8,7.5,0.0,3.2,2.5,1.3,2.0,11.8,Marcus Camby,10-10,0.0,31.3
PF,0,46.6,33.3,46.9,7.7,0.0,3.2,3.0,1.4,1.9,12.1,Marcus Camby,10-10,0.0,31.3
C,0,49.7,0.0,50.0,7.0,0.0,3.1,1.5,1.1,2.0,11.1,Marcus Camby,10-10,0.0,31.2
PG,0,38.0,34.8,40.1,7.5,1.0,1.6,2.5,1.1,0.1,2.1,Derek Fisher,10-10,0.0,27.2
SF,0,46.2,37.2,52.4,7.5,0.9,1.8,0.8,0.6,0.1,2.3,Tim Thomas,10-10,0.0,15.8
SG,0,51.5,13.3,52.8,7.5,0.0,3.4,1.5,0.6,0.4,2.8,Sonny Weems,10-10,0.0,19.8
PG,0,37.3,34.9,40.4,7.4,1.3,1.2,5.6,0.9,0.0,2.7,Chris Duhon,10-10,0.0,30.9
SG,0,47.5,77.8,42.0,7.4,0.6,1.9,0.6,0.6,0.1,3.0,Alonzo Gee,10-10,0.0,16.5
C,0,44.3,47.8,44.1,7.4,0.2,2.9,0.8,0.2,0.8,5.4,Zydrunas Ilgauskas,10-10,0.0,20.9
SF,0,45.1,19.6,48.3,7.4,0.1,2.7,0.7,0.4,0.3,2.5,Sam Young,10-10,0.0,16.5
PG,0,41.6,39.5,44.3,7.3,1.5,1.3,4.8,0.7,0.1,2.3,Steve Blake,10-10,0.0,27.0
PG,0,40.3,37.7,43.9,7.6,1.5,1.3,4.0,0.7,0.0,2.3,Steve Blake,10-10,0.0,27.4
PG,0,44.3,43.7,45.0,6.8,1.3,1.2,6.1,0.7,0.1,2.4,Steve Blake,10-10,0.0,26.3
SG,0,43.4,41.4,45.8,7.3,1.3,1.2,1.9,0.8,0.2,2.9,Anthony Parker,10-10,0.0,28.3
PG,0,41.0,34.5,47.2,7.3,1.1,1.5,1.9,0.6,0.1,1.6,A.J. Price,10-10,0.0,15.4
PG,0,43.5,37.6,48.3,7.2,1.0,1.7,1.5,0.6,0.1,1.6,Jordan Farmar,10-10,0.0,18.0
SG,0,49.3,53.6,46.5,7.2,1.1,1.5,1.7,0.5,0.2,2.1,Kyle Korver,10-10,0.0,18.3
C,0,49.4,16.7,49.8,7.2,0.0,3.2,0.9,0.8,0.2,3.1,Darius Songaila,10-10,0.0,18.8
PF,0,44.1,0.0,44.2,7.1,0.0,2.6,0.5,0.5,0.7,5.5,Kris Humphries,10-10,0.0,17.7
PF,0,46.1,,46.1,5.2,0.0,2.1,0.3,0.3,0.4,3.8,Kris Humphries,10-10,0.0,12.6
PF,0,43.3,0.0,43.5,8.1,0.0,2.9,0.6,0.7,0.8,6.4,Kris Humphries,10-10,0.0,20.6
PG,0,51.8,40.9,58.2,7.1,0.8,2.0,1.3,0.5,0.2,1.4,Rodrigue Beaubois,10-10,0.0,12.5
SG,0,40.6,38.0,42.5,7.1,0.9,1.4,1.3,0.6,0.1,1.4,Marco Belinelli,10-10,0.0,17.0
PG,0,40.1,31.8,49.1,7.1,1.0,1.5,3.4,1.2,0.2,1.8,Mario Chalmers,10-10,0.0,24.8
SG,0,38.5,36.3,41.5,7.1,1.3,1.2,0.9,0.5,0.1,2.7,Morris Peterson,10-10,0.0,21.2
SF,0,46.3,38.9,50.8,7.1,0.8,1.8,1.3,0.7,0.4,3.3,Dorell Wright,10-10,0.0,20.8
PG,0,38.0,34.8,41.2,7.0,1.2,1.4,1.3,0.6,0.1,1.6,Eddie House,10-10,0.0,17.9
PG,0,40.1,38.3,41.9,7.2,1.3,1.3,1.0,0.6,0.1,1.4,Eddie House,10-10,0.0,16.9
SG,0,33.1,25.0,39.7,6.4,0.8,1.6,2.1,0.7,0.0,2.2,Eddie House,10-10,0.0,20.6
PF,0,44.6,39.0,53.9,7.0,1.4,1.2,1.0,0.5,0.4,3.3,Matt Bonner,10-10,0.0,17.9
SG,0,50.0,50.0,50.0,7.0,1.0,2.0,2.0,0.0,0.0,4.0,Oliver Lafayette,10-10,0.0,22.0
PG,0,51.7,0.0,53.3,6.9,0.0,2.9,3.6,0.5,0.3,2.2,Shaun Livingston,10-10,0.0,22.1
PG,0,31.3,0.0,35.7,1.0,0.0,0.5,1.4,0.5,0.2,2.0,Shaun Livingston,10-10,0.0,13.0
PG,0,53.5,0.0,54.7,9.2,0.0,3.8,4.5,0.5,0.3,2.2,Shaun Livingston,10-10,0.0,25.6
PG,0,39.8,37.6,41.9,6.9,1.1,1.3,2.5,0.6,0.0,1.0,Keyon Dooling,10-10,0.0,18.3
C,0,51.1,0.0,51.2,6.8,0.0,2.8,0.5,0.5,0.5,5.3,Jason Maxiell,10-10,0.0,20.4
C,0,49.0,0.0,49.3,6.7,0.0,3.1,1.5,0.7,1.1,4.7,Darko Miličić,10-10,0.0,21.4
C,0,49.2,0.0,49.5,8.3,0.0,3.8,1.8,0.8,1.4,5.5,Darko Miličić,10-10,0.0,25.6
PG,0,47.6,35.2,51.9,6.6,0.5,2.0,3.2,0.8,0.1,1.3,Sergio Rodríguez,10-10,0.0,15.9
PG,0,46.3,35.7,49.3,6.0,0.4,1.9,3.1,0.7,0.1,1.3,Sergio Rodríguez,10-10,0.0,13.3
PG,0,49.1,34.7,55.4,7.4,0.6,2.3,3.4,0.8,0.1,1.4,Sergio Rodríguez,10-10,0.0,19.7
PG,0,42.7,31.7,44.6,6.6,0.3,2.3,2.6,0.4,0.0,1.1,Earl Boykins,10-10,0.0,16.7
SG,0,42.4,39.5,44.1,6.6,0.8,1.7,1.0,0.3,0.1,2.1,Wayne Ellington,10-10,0.0,18.2
SG,0,38.1,36.5,39.5,6.5,1.0,1.4,1.5,0.5,0.2,1.9,Charlie Bell,10-10,0.0,22.7
C,0,57.4,,57.4,6.5,0.0,2.1,0.3,0.3,1.1,6.3,Tyson Chandler,10-10,0.0,22.8
SF,0,40.6,33.5,46.0,6.5,0.9,1.6,1.1,0.4,0.2,2.8,Antoine Wright,10-10,0.0,20.8
PG,0,38.6,39.3,38.1,6.4,0.9,1.2,2.4,0.6,0.1,1.2,D.J. Augustin,10-10,0.0,18.4
C,0,50.8,0.0,51.0,6.4,0.0,2.6,0.2,0.3,1.7,4.1,JaVale McGee,10-10,0.0,16.1
PF,0,43.7,0.0,44.4,6.3,0.0,2.3,0.6,0.4,0.3,3.8,Glen Davis,10-10,0.0,17.3
PG,0,46.6,47.7,45.4,6.3,1.3,1.0,1.3,0.4,0.1,1.3,Daniel Gibson,10-10,0.0,19.1
PF,0,54.3,50.0,54.3,6.3,0.0,2.7,0.1,0.3,1.3,5.4,Serge Ibaka,10-10,0.0,18.1
SG,0,38.9,33.3,45.3,6.3,1.1,1.3,1.7,0.4,0.2,2.1,Roger Mason,10-10,0.0,19.2
PF,0,37.7,27.8,44.2,6.2,0.7,1.8,1.1,0.7,0.2,4.3,Vladimir Radmanović,10-10,0.0,21.7
PF,0,33.3,31.8,35.0,4.9,0.9,0.9,0.9,0.4,0.1,3.6,Vladimir Radmanović,10-10,0.0,16.6
PF,0,38.5,26.7,45.5,6.6,0.7,2.0,1.2,0.8,0.2,4.5,Vladimir Radmanović,10-10,0.0,23.0
PF,0,62.3,0.0,63.0,6.2,0.0,2.5,0.6,0.5,0.8,4.8,Amir Johnson,10-10,0.0,17.7
PF,0,48.0,35.3,48.6,6.2,0.1,2.3,1.1,0.8,0.5,5.5,Luc Mbah a Moute,10-10,0.0,25.6
SG,0,51.0,0.0,52.0,6.1,0.0,2.4,1.3,1.1,0.4,2.7,Tony Allen,10-10,0.0,16.5
PG,0,47.5,28.0,48.9,6.1,0.1,2.4,3.1,0.5,0.1,1.8,Carlos Arroyo,10-10,0.0,22.0
C,0,55.8,0.0,56.0,6.1,0.0,2.3,0.7,0.3,0.5,2.8,Ryan Hollins,10-10,0.0,16.8
C,0,62.4,33.3,62.9,6.0,0.0,2.4,0.6,0.3,1.4,7.3,Erick Dampier,10-10,0.0,23.3
C,0,50.9,0.0,51.1,6.0,0.0,2.6,0.8,0.4,0.1,4.6,Juwan Howard,10-10,0.0,22.4
SG,0,44.0,31.3,49.4,6.0,0.5,1.9,1.8,1.2,0.6,4.7,Thabo Sefolosha,10-10,0.0,28.6
PG,0,44.4,38.0,51.2,6.0,1.0,1.3,3.6,0.6,0.0,1.5,Jason Williams,10-10,0.0,20.8
PF,0,56.6,0.0,57.3,5.9,0.0,1.9,0.4,0.6,1.9,6.4,Chris Andersen,10-10,0.0,22.3
C,0,58.9,25.0,59.3,5.9,0.0,2.4,0.5,0.5,0.6,5.1,Nick Collison,10-10,0.0,20.8
C,0,43.2,34.6,45.8,5.8,0.4,1.9,0.7,0.2,0.2,3.3,David Andersen,10-10,0.0,14.1
PF,0,51.1,,51.1,5.8,0.0,2.4,0.4,0.2,0.5,2.5,Brandon Bass,10-10,0.0,13.0
PF,0,47.9,0.0,48.1,5.8,0.0,2.7,1.1,0.6,0.4,5.9,Antonio McDyess,10-10,0.0,21.0
SF,0,44.5,33.7,52.7,5.7,0.7,1.5,0.6,0.4,0.2,1.9,Maurice Evans,10-10,0.0,16.7
SF,0,41.9,36.8,48.5,5.7,1.1,1.1,0.7,0.4,0.1,1.2,Jason Kapono,10-10,0.0,17.1
SF,0,49.8,21.4,53.4,5.6,0.1,2.3,1.3,0.5,0.1,1.9,Marquis Daniels,10-10,0.0,18.4
SF,0,43.3,29.5,45.9,5.6,0.2,1.8,1.7,0.8,0.3,3.1,Damien Wilkins,10-10,0.0,19.8
PG,0,34.6,27.5,38.7,5.5,0.6,1.5,1.4,0.5,0.0,1.2,Jannero Pargo,10-10,0.0,13.2
C,0,54.1,0.0,54.5,5.5,0.0,2.3,1.5,1.2,1.2,8.7,Ben Wallace,10-10,0.0,28.6
SF,0,43.2,39.0,49.4,5.4,1.1,0.9,0.7,0.9,0.2,2.5,Devean George,10-10,0.0,16.9
SF,0,43.9,29.6,48.1,5.3,0.3,1.7,1.4,0.9,1.0,4.1,Jared Jeffries,10-10,0.0,25.6
PF,0,44.3,32.3,48.8,5.5,0.4,1.6,1.6,1.0,1.1,4.3,Jared Jeffries,10-10,0.0,28.1
SF,0,42.9,11.1,46.7,4.9,0.1,1.9,1.0,0.5,0.7,3.6,Jared Jeffries,10-10,0.0,18.4
PF,0,35.9,31.7,40.7,5.3,0.9,1.0,0.7,0.7,0.1,2.7,Bobby Simmons,10-10,0.0,17.2
PF,0,49.3,0.0,49.7,5.2,0.0,2.1,0.4,0.3,0.4,3.7,Jordan Hill,10-10,0.0,13.3
PF,0,44.6,0.0,45.6,4.0,0.0,1.7,0.3,0.4,0.4,2.5,Jordan Hill,10-10,0.0,10.5
PF,0,53.2,,53.2,6.4,0.0,2.5,0.6,0.2,0.5,5.0,Jordan Hill,10-10,0.0,16.2
SF,0,36.5,33.5,43.7,5.2,1.1,0.6,1.5,0.5,0.2,4.3,James Posey,10-10,0.0,22.5
SF,0,46.4,30.5,54.0,5.1,0.4,1.6,0.5,0.4,0.4,2.5,Austin Daye,10-10,0.0,13.3
SG,0,43.6,35.1,48.4,5.0,0.5,1.1,0.8,0.5,0.2,1.1,Garrett Temple,10-10,0.0,12.4
SG,0,44.8,25.0,58.8,5.0,0.3,1.1,0.8,0.4,0.4,1.6,Garrett Temple,10-10,0.0,13.1
SG,0,43.8,43.5,43.9,6.2,0.8,1.4,0.9,0.6,0.2,1.1,Garrett Temple,10-10,0.0,14.8
PG,0,53.4,29.2,65.3,5.0,0.3,1.5,1.2,0.5,0.1,1.0,Marcus Banks,10-10,0.0,11.1
C,0,59.1,,59.1,5.0,0.0,2.5,1.7,0.6,1.3,7.8,Andris Biedriņš,10-10,0.0,23.1
SG,0,32.0,31.7,32.3,5.0,0.9,0.9,1.0,0.3,0.2,1.8,Daequan Cook,10-10,0.0,15.4
C,0,60.0,,60.0,5.0,0.0,2.3,1.6,0.2,0.6,3.0,Mikki Moore,10-10,0.0,17.7
SF,0,46.2,32.0,55.8,4.9,0.5,1.3,0.8,0.6,0.5,3.1,Jamario Moon,10-10,0.0,17.2
C,0,58.2,0.0,58.6,4.9,0.0,2.0,2.1,0.5,1.3,4.5,Ronny Turiaf,10-10,0.0,20.8
PG,0,41.3,23.2,48.3,4.8,0.3,1.6,2.9,0.6,0.1,1.0,Sebastian Telfair,10-10,0.0,15.3
PG,0,40.4,23.4,47.1,4.3,0.3,1.4,2.9,0.6,0.1,1.1,Sebastian Telfair,10-10,0.0,14.9
PG,0,45.7,22.2,53.8,9.8,0.5,3.5,3.0,0.5,0.0,1.0,Sebastian Telfair,10-10,0.0,19.3
PG,0,37.1,26.5,44.6,4.8,0.6,1.4,2.0,0.3,0.0,0.8,Bobby Brown,10-10,0.0,11.5
PG,0,39.5,25.8,50.0,6.6,0.8,2.0,2.1,0.4,0.0,0.8,Bobby Brown,10-10,0.0,14.9
C,0,60.5,0.0,61.0,4.8,0.0,2.1,0.3,0.2,0.9,5.0,DeAndre Jordan,10-10,0.0,16.2
SG,0,38.8,31.8,45.6,4.7,0.7,1.0,0.7,0.3,0.1,1.7,Jodie Meeks,10-10,0.0,12.0
SG,0,36.2,28.0,43.2,4.1,0.6,1.0,0.5,0.3,0.1,1.8,Jodie Meeks,10-10,0.0,11.9
SG,0,44.0,38.0,51.2,5.9,1.0,1.1,0.9,0.3,0.1,1.4,Jodie Meeks,10-10,0.0,12.3
PG,0,41.8,31.0,44.4,4.7,0.3,1.6,3.3,0.5,0.1,1.6,Eric Maynor,10-10,0.0,15.7
PG,0,39.1,20.8,43.1,5.2,0.2,1.8,3.1,0.5,0.1,1.5,Eric Maynor,10-10,0.0,14.0
PG,0,43.4,36.2,45.2,4.5,0.3,1.5,3.4,0.5,0.1,1.7,Eric Maynor,10-10,0.0,16.5
PF,0,55.1,0.0,55.3,4.7,0.0,1.9,0.4,0.3,0.9,4.4,Lou Amundson,10-10,0.0,14.8
SF,0,40.0,35.9,42.6,4.7,0.6,1.0,0.6,0.1,0.7,2.1,Jonathan Bender,10-10,0.0,11.7
SG,0,40.1,30.4,49.0,4.7,0.6,1.1,0.5,0.4,0.3,2.0,Rodney Carney,10-10,0.0,12.6
SF,0,38.2,18.9,41.5,4.5,0.1,1.6,0.5,0.5,0.8,4.8,James Singleton,10-10,0.0,17.1
PF,0,38.4,13.3,40.6,6.1,0.1,2.2,0.7,0.5,1.1,6.9,James Singleton,10-10,0.0,23.9
PF,0,43.2,0.0,43.4,4.5,0.0,2.0,0.5,0.4,0.4,3.4,Darrell Arthur,10-10,0.0,14.3
SF,0,41.1,0.0,42.1,4.5,0.0,1.7,1.0,0.3,0.2,2.9,Trenton Hassell,10-10,0.0,21.3
C,0,50.2,0.0,51.2,4.5,0.0,1.8,0.6,0.2,0.6,2.8,Chris Hunter,10-10,0.0,13.1
PG,0,30.0,33.3,28.6,4.5,0.5,1.0,1.3,0.8,0.0,0.8,Mike James,10-10,0.0,11.5
C,0,41.0,26.9,46.3,4.5,0.3,1.4,0.3,0.2,0.3,2.8,Oleksiy Pecherov,10-10,0.0,10.2
PF,0,52.5,,52.5,4.5,0.0,1.9,0.4,0.4,0.4,3.4,Chris Wilcox,10-10,0.0,13.0
SF,0,44.0,39.0,48.0,4.4,0.7,1.1,0.9,0.2,0.1,1.5,Michael Finley,10-10,0.0,15.4
SF,0,38.1,31.7,42.9,3.7,0.5,1.0,0.8,0.2,0.2,1.5,Michael Finley,10-10,0.0,15.8
SF,0,50.6,46.3,54.3,5.2,0.9,1.2,1.1,0.2,0.1,1.6,Michael Finley,10-10,0.0,15.0
SF,0,40.3,35.7,49.0,4.4,0.9,0.6,1.2,0.6,0.2,2.2,Keith Bogans,10-10,0.0,19.7
SF,0,43.4,38.1,45.5,4.4,0.4,1.3,1.1,0.3,0.1,1.6,Ricky Davis,10-10,0.0,13.9
C,0,48.9,,48.9,4.4,0.0,2.0,1.7,0.9,0.5,5.7,Chuck Hayes,10-10,0.0,21.6
PG,0,64.3,33.3,72.7,6.2,0.2,1.6,1.4,1.2,0.0,0.4,Acie Law,10-10,0.0,13.2
PG,0,46.7,33.3,51.5,5.5,0.3,1.4,1.3,0.3,0.0,1.2,Acie Law,10-10,0.0,11.3
C,0,52.1,34.8,55.3,4.3,0.2,1.6,1.0,0.4,0.4,3.0,Josh McRoberts,10-10,0.0,12.5
C,0,48.8,0.0,49.6,4.3,0.0,1.5,0.5,0.5,0.4,3.8,Zaza Pachulia,10-10,0.0,14.0
PG,0,40.5,28.6,44.7,4.3,0.3,1.3,2.1,0.7,0.2,1.2,Ronnie Price,10-10,0.0,13.4
PG,0,38.4,29.6,42.1,4.3,0.4,1.3,2.6,0.5,0.0,1.5,Marcus Williams,10-10,0.0,14.1
SF,0,52.0,15.4,54.5,4.2,0.0,1.6,0.3,0.4,0.1,2.0,Joey Graham,10-10,0.0,12.0
SG,0,49.6,32.0,54.2,4.2,0.2,1.5,0.3,0.3,0.1,1.9,Stephen Graham,10-10,0.0,11.5
PG,0,44.1,33.3,50.0,4.2,0.4,1.2,2.0,0.4,0.0,1.5,Anthony Johnson,10-10,0.0,13.1
SF,0,36.1,41.1,20.7,4.1,1.0,0.2,0.5,0.3,0.1,1.3,James Jones,10-10,0.0,14.0
C,0,52.3,,52.3,4.1,0.0,1.5,0.3,0.3,1.4,7.9,Joel Przybilla,10-10,0.0,22.7
PG,0,39.3,32.3,45.1,4.1,0.6,0.9,0.6,0.2,0.1,1.5,Jawad Williams,10-10,0.0,13.7
SG,0,34.4,18.2,42.9,4.0,0.3,1.3,2.1,0.4,0.1,2.6,Coby Karl,10-10,0.0,16.1
SF,0,34.4,18.2,42.9,7.0,0.5,2.3,3.8,0.8,0.3,4.0,Coby Karl,10-10,0.0,27.0
PG,0,36.3,30.1,41.7,4.0,0.6,0.9,2.3,0.4,0.0,0.7,Chucky Atkins,10-10,0.0,16.1
PF,0,52.5,,52.5,4.0,0.0,1.9,0.5,0.5,0.8,5.0,Josh Boone,10-10,0.0,16.6
C,0,44.3,0.0,45.1,4.0,0.0,1.5,0.6,0.3,0.7,2.8,Solomon Jones,10-10,0.0,13.0
SF,0,42.9,,42.9,4.0,0.0,1.1,0.0,0.3,0.1,3.1,Leon Powe,10-10,0.0,11.8
PG,0,50.0,66.7,44.4,4.0,0.5,1.0,1.0,0.0,0.0,1.0,Mike Wilks,10-10,0.0,14.8
PF,0,49.5,0.0,50.0,3.9,0.0,1.7,0.2,0.4,0.3,2.5,Dante Cunningham,10-10,0.0,11.2
PF,0,45.2,32.6,48.8,3.9,0.2,1.2,0.7,0.3,0.7,2.0,James Johnson,10-10,0.0,11.6
SF,0,50.0,33.3,50.4,3.8,0.0,1.7,0.6,0.4,0.3,2.1,Julian Wright,10-10,0.0,12.8
SF,0,36.3,29.7,40.7,3.7,0.5,1.0,0.8,0.3,0.1,1.6,Sasha Pavlović,10-10,0.0,12.4
PF,0,52.1,0.0,52.5,3.7,0.0,1.2,0.4,0.2,0.4,2.7,Shelden Williams,10-10,0.0,11.1
C,0,46.1,,46.1,3.6,0.0,1.4,0.5,0.2,1.2,3.2,Theo Ratliff,10-10,0.0,16.5
C,0,46.6,,46.6,5.1,0.0,1.9,0.6,0.3,1.5,4.2,Theo Ratliff,10-10,0.0,22.3
C,0,53.3,0.0,54.0,3.6,0.0,1.5,0.2,0.2,0.9,4.2,Marcin Gortat,10-10,0.0,13.4
SG,0,37.8,28.6,43.3,3.6,0.4,0.9,0.8,0.5,0.1,2.8,Ime Udoka,10-10,0.0,13.7
PG,0,37.1,17.9,44.6,3.5,0.2,1.2,2.8,0.9,0.1,1.7,Jamaal Tinsley,10-10,0.0,15.5
PF,0,42.5,29.7,52.4,3.4,0.4,0.9,0.6,0.6,0.3,2.5,Eduardo Nájera,10-10,0.0,14.9
PF,0,37.7,17.6,47.2,3.8,0.2,1.3,1.2,0.7,0.2,2.9,Eduardo Nájera,10-10,0.0,15.7
PF,0,45.2,34.0,56.5,3.3,0.5,0.8,0.4,0.5,0.4,2.3,Eduardo Nájera,10-10,0.0,14.6
PF,0,49.3,,49.3,3.4,0.0,1.2,0.3,0.5,0.1,3.8,Reggie Evans,10-10,0.0,11.1
C,0,53.5,0.0,54.0,3.4,0.0,1.5,0.4,0.3,0.4,3.6,Johan Petro,10-10,0.0,12.1
PF,0,43.1,34.5,44.8,3.4,0.2,1.2,0.6,0.4,0.5,2.4,Jason Smith,10-10,0.0,11.8
C,0,55.7,,55.7,3.6,0.0,1.4,0.8,0.4,0.5,3.8,Aaron Gray,10-10,0.0,10.9
